id,sbi
20231021_500101007_08:00,3.0668628
20231021_500101007_08:20,3.0786855
20231021_500101007_08:40,3.0878308
20231021_500101007_09:00,3.092931
20231021_500101007_09:20,3.0955281
20231021_500101007_09:40,3.0989978
20231021_500101007_10:00,3.1053715
20231021_500101007_10:20,3.1117303
20231021_500101007_10:40,3.1173973
20231021_500101007_11:00,3.1246042
20231021_500101007_11:20,3.1310704
20231021_500101007_11:40,3.1399941
20231021_500101007_12:00,3.1474154
20231021_500101007_12:20,3.1595976
20231021_500101007_12:40,3.180783
20231021_500101007_13:00,3.2110462
20231021_500101007_13:20,3.24329
20231021_500101007_13:40,3.270372
20231021_500101007_14:00,3.2930424
20231021_500101007_14:20,3.3048713
20231021_500101007_14:40,3.3098552
20231021_500101007_15:00,3.315683
20231021_500101007_15:20,3.3182569
20231021_500101007_15:40,3.3188746
20231021_500101007_16:00,3.3196456
20231021_500101007_16:20,3.3237271
20231021_500101007_16:40,3.3308887
20231021_500101007_17:00,3.3363469
20231021_500101007_17:20,3.3425975
20231021_500101007_17:40,3.3504682
20231021_500101007_18:00,3.3572223
20231021_500101007_18:20,3.3594475
20231021_500101007_18:40,3.3581016
20231021_500101007_19:00,3.3584952
20231021_500101007_19:20,3.3684845
20231021_500101007_19:40,3.3862514
20231021_500101007_20:00,3.405849
20231021_500101007_20:20,3.4247386
20231021_500101007_20:40,3.4420352
20231021_500101007_21:00,3.4572866
20231021_500101007_21:20,3.4704707
20231021_500101007_21:40,3.4817777
20231021_500101007_22:00,3.4901996
20231021_500101007_22:20,3.4959235
20231021_500101007_22:40,3.5000463
20231021_500101007_23:00,3.5032501
20231021_500101007_23:20,3.5033317
20231021_500101007_23:40,3.5005314
20231021_500101008_00:00,5.781927
20231021_500101008_00:20,10.099288
20231021_500101008_00:40,12.41048
20231021_500101008_01:00,13.357294
20231021_500101008_01:20,13.5598955
20231021_500101008_01:40,13.405612
20231021_500101008_02:00,13.103166
20231021_500101008_02:20,12.756969
20231021_500101008_02:40,12.416457
20231021_500101008_03:00,12.103163
20231021_500101008_03:20,11.824726
20231021_500101008_03:40,11.582009
20231021_500101008_04:00,11.372758
20231021_500101008_04:20,11.193466
20231021_500101008_04:40,11.052613
20231021_500101008_05:00,10.931008
20231021_500101008_05:20,10.826671
20231021_500101008_05:40,10.736927
20231021_500101008_06:00,10.65963
20231021_500101008_06:20,10.59296
20231021_500101008_06:40,10.535349
20231021_500101008_07:00,10.485451
20231021_500101008_07:20,10.417661
20231021_500101008_07:40,10.36216
20231021_500101008_08:00,10.315242
20231021_500101008_08:20,10.287853
20231021_500101008_08:40,10.201887
20231021_500101008_09:00,10.135811
20231021_500101008_09:20,10.057392
20231021_500101008_09:40,9.934938
20231021_500101008_10:00,9.854515
20231021_500101008_10:20,9.791019
20231021_500101008_10:40,9.754103
20231021_500101008_11:00,9.724297
20231021_500101008_11:20,9.700194
20231021_500101008_11:40,9.68015
20231021_500101008_12:00,9.663184
20231021_500101008_12:20,9.672882
20231021_500101008_12:40,9.749643
20231021_500101008_13:00,9.825937
20231021_500101008_13:20,9.903749
20231021_500101008_13:40,9.958348
20231021_500101008_14:00,9.961475
20231021_500101008_14:20,9.975584
20231021_500101008_14:40,9.996043
20231021_500101008_15:00,10.034022
20231021_500101008_15:20,10.01359
20231021_500101008_15:40,10.000388
20231021_500101008_16:00,10.001716
20231021_500101008_16:20,9.966309
20231021_500101008_16:40,9.953513
20231021_500101008_17:00,9.931057
20231021_500101008_17:20,9.926824
20231021_500101008_17:40,9.934796
20231021_500101008_18:00,9.96382
20231021_500101008_18:20,10.0077
20231021_500101008_18:40,10.038816
20231021_500101008_19:00,10.061487
20231021_500101008_19:20,10.077721
20231021_500101008_19:40,10.089369
20231021_500101008_20:00,10.097828
20231021_500101008_20:20,10.104075
20231021_500101008_20:40,10.108777
20231021_500101008_21:00,10.112372
20231021_500101008_21:20,10.115165
20231021_500101008_21:40,10.117355
20231021_500101008_22:00,10.119081
20231021_500101008_22:20,10.120441
20231021_500101008_22:40,10.121506
20231021_500101008_23:00,10.122328
20231021_500101008_23:20,10.122945
20231021_500101008_23:40,10.123387
20231021_500101009_00:00,1.2084628
20231021_500101009_00:20,2.6368883
20231021_500101009_00:40,3.9062898
20231021_500101009_01:00,4.910485
20231021_500101009_01:20,5.6678066
20231021_500101009_01:40,6.231651
20231021_500101009_02:00,6.6527476
20231021_500101009_02:20,6.970361
20231021_500101009_02:40,7.212774
20231021_500101009_03:00,7.3999276
20231021_500101009_03:20,7.545914
20231021_500101009_03:40,7.660808
20231021_500101009_04:00,7.751926
20231021_500101009_04:20,7.82466
20231021_500101009_04:40,7.8830414
20231021_500101009_05:00,7.9301257
20231021_500101009_05:20,7.9682508
20231021_500101009_05:40,7.999223
20231021_500101009_06:00,8.024455
20231021_500101009_06:20,8.041578
20231021_500101009_06:40,8.055777
20231021_500101009_07:00,8.067085
20231021_500101009_07:20,8.083124
20231021_500101009_07:40,8.095678
20231021_500101009_08:00,8.109922
20231021_500101009_08:20,8.125092
20231021_500101009_08:40,8.14118
20231021_500101009_09:00,8.168663
20231021_500101009_09:20,8.180338
20231021_500101009_09:40,8.199245
20231021_500101009_10:00,8.200369
20231021_500101009_10:20,8.192526
20231021_500101009_10:40,8.182871
20231021_500101009_11:00,8.170682
20231021_500101009_11:20,8.153103
20231021_500101009_11:40,8.14546
20231021_500101009_12:00,8.172632
20231021_500101009_12:20,8.20283
20231021_500101009_12:40,8.229487
20231021_500101009_13:00,8.246532
20231021_500101009_13:20,8.2552185
20231021_500101009_13:40,8.259692
20231021_500101009_14:00,8.270667
20231021_500101009_14:20,8.272181
20231021_500101009_14:40,8.274829
20231021_500101009_15:00,8.28075
20231021_500101009_15:20,8.289248
20231021_500101009_15:40,8.300253
20231021_500101009_16:00,8.317068
20231021_500101009_16:20,8.331606
20231021_500101009_16:40,8.3416605
20231021_500101009_17:00,8.354998
20231021_500101009_17:20,8.36671
20231021_500101009_17:40,8.377716
20231021_500101009_18:00,8.374059
20231021_500101009_18:20,8.383501
20231021_500101009_18:40,8.3941345
20231021_500101009_19:00,8.404058
20231021_500101009_19:20,8.413742
20231021_500101009_19:40,8.419491
20231021_500101009_20:00,8.428941
20231021_500101009_20:20,8.430342
20231021_500101009_20:40,8.432842
20231021_500101009_21:00,8.435189
20231021_500101009_21:20,8.444479
20231021_500101009_21:40,8.452425
20231021_500101009_22:00,8.4601555
20231021_500101009_22:20,8.460501
20231021_500101009_22:40,8.461687
20231021_500101009_23:00,8.462608
20231021_500101009_23:20,8.463542
20231021_500101009_23:40,8.464582
20231021_500101010_00:00,5.064684
20231021_500101010_00:20,9.750889
20231021_500101010_00:40,12.682437
20231021_500101010_01:00,13.930218
20231021_500101010_01:20,13.8241
20231021_500101010_01:40,13.069644
20231021_500101010_02:00,12.358047
20231021_500101010_02:20,11.769605
20231021_500101010_02:40,10.950936
20231021_500101010_03:00,10.091358
20231021_500101010_03:20,10.012717
20231021_500101010_03:40,10.429716
20231021_500101010_04:00,11.417283
20231021_500101010_04:20,12.982755
20231021_500101010_04:40,15.070858
20231021_500101010_05:00,16.744558
20231021_500101010_05:20,18.264948
20231021_500101010_05:40,19.53572
20231021_500101010_06:00,20.454079
20231021_500101010_06:20,20.958027
20231021_500101010_06:40,21.136911
20231021_500101010_07:00,21.119335
20231021_500101010_07:20,21.18449
20231021_500101010_07:40,20.990192
20231021_500101010_08:00,20.571497
20231021_500101010_08:20,20.277027
20231021_500101010_08:40,19.830076
20231021_500101010_09:00,19.023767
20231021_500101010_09:20,17.884914
20231021_500101010_09:40,16.990692
20231021_500101010_10:00,15.667269
20231021_500101010_10:20,14.665119
20231021_500101010_10:40,13.786047
20231021_500101010_11:00,12.632922
20231021_500101010_11:20,12.004456
20231021_500101010_11:40,11.972134
20231021_500101010_12:00,12.22179
20231021_500101010_12:20,12.588286
20231021_500101010_12:40,12.817303
20231021_500101010_13:00,12.692987
20231021_500101010_13:20,12.618016
20231021_500101010_13:40,12.562999
20231021_500101010_14:00,12.53459
20231021_500101010_14:20,12.799912
20231021_500101010_14:40,12.952298
20231021_500101010_15:00,12.7507925
20231021_500101010_15:20,12.029519
20231021_500101010_15:40,11.260153
20231021_500101010_16:00,11.36421
20231021_500101010_16:20,11.938834
20231021_500101010_16:40,12.620892
20231021_500101010_17:00,13.200819
20231021_500101010_17:20,13.56892
20231021_500101010_17:40,13.691717
20231021_500101010_18:00,13.457468
20231021_500101010_18:20,13.153551
20231021_500101010_18:40,12.744635
20231021_500101010_19:00,12.2614765
20231021_500101010_19:20,11.605352
20231021_500101010_19:40,11.080341
20231021_500101010_20:00,10.219057
20231021_500101010_20:20,9.704939
20231021_500101010_20:40,9.584324
20231021_500101010_21:00,9.270418
20231021_500101010_21:20,8.318215
20231021_500101010_21:40,7.43769
20231021_500101010_22:00,7.3376946
20231021_500101010_22:20,7.92284
20231021_500101010_22:40,8.777634
20231021_500101010_23:00,9.936159
20231021_500101010_23:20,11.078677
20231021_500101010_23:40,11.994333
20231021_500101013_00:00,1.1791743
20231021_500101013_00:20,2.110581
20231021_500101013_00:40,2.656473
20231021_500101013_01:00,2.9771857
20231021_500101013_01:20,3.2125819
20231021_500101013_01:40,3.3462732
20231021_500101013_02:00,3.409275
20231021_500101013_02:20,3.4269712
20231021_500101013_02:40,3.3026316
20231021_500101013_03:00,3.1553032
20231021_500101013_03:20,3.1173334
20231021_500101013_03:40,3.0812366
20231021_500101013_04:00,3.021643
20231021_500101013_04:20,3.139556
20231021_500101013_04:40,3.223393
20231021_500101013_05:00,3.1411786
20231021_500101013_05:20,3.0052497
20231021_500101013_05:40,2.8489316
20231021_500101013_06:00,2.7939682
20231021_500101013_06:20,2.8492765
20231021_500101013_06:40,3.2180355
20231021_500101013_07:00,3.5981917
20231021_500101013_07:20,3.7443786
20231021_500101013_07:40,4.111623
20231021_500101013_08:00,4.1592803
20231021_500101013_08:20,3.9144049
20231021_500101013_08:40,3.8045568
20231021_500101013_09:00,3.9122257
20231021_500101013_09:20,4.2410007
20231021_500101013_09:40,4.613729
20231021_500101013_10:00,4.825028
20231021_500101013_10:20,4.8413987
20231021_500101013_10:40,5.25728
20231021_500101013_11:00,5.8034773
20231021_500101013_11:20,6.106003
20231021_500101013_11:40,6.3972926
20231021_500101013_12:00,6.442616
20231021_500101013_12:20,5.6372323
20231021_500101013_12:40,5.270464
20231021_500101013_13:00,4.958638
20231021_500101013_13:20,5.2859344
20231021_500101013_13:40,5.796147
20231021_500101013_14:00,5.8527327
20231021_500101013_14:20,5.9478283
20231021_500101013_14:40,6.0168476
20231021_500101013_15:00,5.943646
20231021_500101013_15:20,5.7520947
20231021_500101013_15:40,5.842088
20231021_500101013_16:00,5.609682
20231021_500101013_16:20,5.528612
20231021_500101013_16:40,5.6303034
20231021_500101013_17:00,5.4066687
20231021_500101013_17:20,5.68678
20231021_500101013_17:40,6.2264724
20231021_500101013_18:00,6.4364057
20231021_500101013_18:20,6.530269
20231021_500101013_18:40,6.793432
20231021_500101013_19:00,6.646292
20231021_500101013_19:20,6.5799994
20231021_500101013_19:40,6.6482677
20231021_500101013_20:00,6.7163982
20231021_500101013_20:20,6.7634478
20231021_500101013_20:40,6.6760445
20231021_500101013_21:00,6.814386
20231021_500101013_21:20,6.9437413
20231021_500101013_21:40,6.9208517
20231021_500101013_22:00,6.8744793
20231021_500101013_22:20,6.7209687
20231021_500101013_22:40,6.4850893
20231021_500101013_23:00,6.3127475
20231021_500101013_23:20,6.216829
20231021_500101013_23:40,6.0735955
20231021_500101014_00:00,1.4628923
20231021_500101014_00:20,3.0441759
20231021_500101014_00:40,4.1754303
20231021_500101014_01:00,4.816117
20231021_500101014_01:20,5.0904284
20231021_500101014_01:40,5.161864
20231021_500101014_02:00,5.118758
20231021_500101014_02:20,5.0373197
