id,sbi
20231206_500101002_19:40,1.0778686
20231206_500101002_20:00,1.1297296
20231206_500101002_20:20,1.3129846
20231206_500101002_20:40,1.3986524
20231206_500101002_21:00,1.4071168
20231206_500101002_21:20,1.4204599
20231206_500101002_21:40,1.5301602
20231206_500101002_22:00,1.7419739
20231206_500101002_22:20,1.7303919
20231206_500101002_22:40,1.6861078
20231206_500101002_23:00,1.6985395
20231206_500101002_23:20,1.7866706
20231206_500101002_23:40,1.9463305
20231206_500101003_00:00,8.5515785
20231206_500101003_00:20,11.334131
20231206_500101003_00:40,11.809384
20231206_500101003_01:00,11.793214
20231206_500101003_01:20,11.995476
20231206_500101003_01:40,12.336127
20231206_500101003_02:00,12.773421
20231206_500101003_02:20,13.22731
20231206_500101003_02:40,13.77865
20231206_500101003_03:00,14.179102
20231206_500101003_03:20,14.407484
20231206_500101003_03:40,14.470842
20231206_500101003_04:00,14.230454
20231206_500101003_04:20,13.7849455
20231206_500101003_04:40,13.402065
20231206_500101003_05:00,13.10017
20231206_500101003_05:20,12.881283
20231206_500101003_05:40,12.731611
20231206_500101003_06:00,12.639017
20231206_500101003_06:20,12.606197
20231206_500101003_06:40,12.634066
20231206_500101003_07:00,12.8808
20231206_500101003_07:20,12.854207
20231206_500101003_07:40,12.777674
20231206_500101003_08:00,12.176288
20231206_500101003_08:20,9.48171
20231206_500101003_08:40,6.5263166
20231206_500101003_09:00,4.1259556
20231206_500101003_09:20,3.0350943
20231206_500101003_09:40,1.4898251
20231206_500101003_10:00,0.65590185
20231206_500101003_10:20,0.39226776
20231206_500101003_10:40,0.29155105
20231206_500101003_11:00,0.48459214
20231206_500101003_11:20,0.72726065
20231206_500101003_11:40,0.8087722
20231206_500101003_12:00,0.7035132
20231206_500101003_12:20,0.3297426
20231206_500101003_12:40,0.08677204
20231206_500101003_13:00,0.254403
20231206_500101003_13:20,0.77781075
20231206_500101003_13:40,1.6881564
20231206_500101003_14:00,2.524685
20231206_500101003_14:20,3.303095
20231206_500101003_14:40,3.9841151
20231206_500101003_15:00,4.507744
20231206_500101003_15:20,4.8897142
20231206_500101003_15:40,5.0843053
20231206_500101003_16:00,5.209581
20231206_500101003_16:20,5.372551
20231206_500101003_16:40,5.4739738
20231206_500101003_17:00,5.4858737
20231206_500101003_17:20,5.3615866
20231206_500101003_17:40,5.270481
20231206_500101003_18:00,5.160829
20231206_500101003_18:20,4.8645797
20231206_500101003_18:40,4.706098
20231206_500101003_19:00,4.4989333
20231206_500101003_19:20,4.401012
20231206_500101003_19:40,4.3627214
20231206_500101003_20:00,4.2713857
20231206_500101003_20:20,4.2912397
20231206_500101003_20:40,4.1332817
20231206_500101003_21:00,3.8910873
20231206_500101003_21:20,3.6306143
20231206_500101003_21:40,2.95466
20231206_500101003_22:00,2.615186
20231206_500101003_22:20,2.4023643
20231206_500101003_22:40,2.2703416
20231206_500101003_23:00,2.2188807
20231206_500101003_23:20,2.2107034
20231206_500101003_23:40,2.258277
20231206_500101004_00:00,2.2354274
20231206_500101004_00:20,3.6719244
20231206_500101004_00:40,4.039982
20231206_500101004_01:00,3.7357216
20231206_500101004_01:20,3.2185721
20231206_500101004_01:40,2.6494946
20231206_500101004_02:00,2.3933063
20231206_500101004_02:20,2.2908342
20231206_500101004_02:40,2.452888
20231206_500101004_03:00,2.8324924
20231206_500101004_03:20,3.278723
20231206_500101004_03:40,3.6202035
20231206_500101004_04:00,3.779695
20231206_500101004_04:20,3.7790139
20231206_500101004_04:40,3.6771078
20231206_500101004_05:00,3.5290027
20231206_500101004_05:20,3.3759227
20231206_500101004_05:40,3.2486238
20231206_500101004_06:00,3.0489447
20231206_500101004_06:20,3.0557406
20231206_500101004_06:40,3.1414742
20231206_500101004_07:00,3.2586071
20231206_500101004_07:20,3.2346888
20231206_500101004_07:40,2.9186563
20231206_500101004_08:00,2.5496962
20231206_500101004_08:20,1.896542
20231206_500101004_08:40,1.1879367
20231206_500101004_09:00,0.7439655
20231206_500101004_09:20,0.5271881
20231206_500101004_09:40,0.42030287
20231206_500101004_10:00,0.36460754
20231206_500101004_10:20,0.37255737
20231206_500101004_10:40,0.9404489
20231206_500101004_11:00,2.5865037
20231206_500101004_11:20,4.0173073
20231206_500101004_11:40,5.040148
20231206_500101004_12:00,5.6489153
20231206_500101004_12:20,6.286148
20231206_500101004_12:40,6.371859
20231206_500101004_13:00,5.593811
20231206_500101004_13:20,3.954771
20231206_500101004_13:40,2.1942232
20231206_500101004_14:00,0.83846426
20231206_500101004_14:20,0.033538982
20231206_500101004_14:40,0.14949149
20231206_500101004_15:00,1.087979
20231206_500101004_15:20,2.3852432
20231206_500101004_15:40,3.7141683
20231206_500101004_16:00,4.945644
20231206_500101004_16:20,6.084645
20231206_500101004_16:40,7.019899
20231206_500101004_17:00,7.8097353
20231206_500101004_17:20,8.702499
20231206_500101004_17:40,9.260919
20231206_500101004_18:00,8.970537
20231206_500101004_18:20,8.261147
20231206_500101004_18:40,7.144763
20231206_500101004_19:00,6.0685472
20231206_500101004_19:20,4.701609
20231206_500101004_19:40,3.7148786
20231206_500101004_20:00,3.3525846
20231206_500101004_20:20,3.8561645
20231206_500101004_20:40,5.304902
20231206_500101004_21:00,6.8598657
20231206_500101004_21:20,7.6913657
20231206_500101004_21:40,7.206223
20231206_500101004_22:00,6.143633
20231206_500101004_22:20,5.217927
20231206_500101004_22:40,4.3503513
20231206_500101004_23:00,3.597901
20231206_500101004_23:20,3.1032236
20231206_500101004_23:40,2.830355
20231206_500101005_00:00,3.5107446
20231206_500101005_00:20,4.5904512
20231206_500101005_00:40,4.568568
20231206_500101005_01:00,4.2202578
20231206_500101005_01:20,3.919105
20231206_500101005_01:40,3.7725396
20231206_500101005_02:00,3.7878265
20231206_500101005_02:20,3.9358158
20231206_500101005_02:40,4.17814
20231206_500101005_03:00,4.478142
20231206_500101005_03:20,4.8050156
20231206_500101005_03:40,5.135023
20231206_500101005_04:00,5.4512634
20231206_500101005_04:20,5.742778
20231206_500101005_04:40,6.003352
20231206_500101005_05:00,6.230315
20231206_500101005_05:20,6.423459
20231206_500101005_05:40,6.5694995
20231206_500101005_06:00,6.7136116
20231206_500101005_06:20,6.846382
20231206_500101005_06:40,6.963147
20231206_500101005_07:00,7.0777884
20231206_500101005_07:20,7.1376815
20231206_500101005_07:40,7.3145256
20231206_500101005_08:00,7.128239
20231206_500101005_08:20,6.8875513
20231206_500101005_08:40,6.460253
20231206_500101005_09:00,5.7035637
20231206_500101005_09:20,5.1055055
20231206_500101005_09:40,4.706009
20231206_500101005_10:00,4.375252
20231206_500101005_10:20,4.145751
20231206_500101005_10:40,4.0484247
20231206_500101005_11:00,4.0409513
20231206_500101005_11:20,4.0925703
20231206_500101005_11:40,4.2367043
20231206_500101005_12:00,4.060569
20231206_500101005_12:20,3.969999
20231206_500101005_12:40,3.9240851
20231206_500101005_13:00,3.638443
20231206_500101005_13:20,3.353652
20231206_500101005_13:40,3.1644473
20231206_500101005_14:00,3.067129
20231206_500101005_14:20,3.0436192
20231206_500101005_14:40,2.894856
20231206_500101005_15:00,2.829569
20231206_500101005_15:20,2.8037243
20231206_500101005_15:40,2.7487636
20231206_500101005_16:00,2.6313133
20231206_500101005_16:20,2.3740284
20231206_500101005_16:40,1.8854858
20231206_500101005_17:00,1.6845627
20231206_500101005_17:20,1.5025748
20231206_500101005_17:40,1.3859535
20231206_500101005_18:00,1.0845006
20231206_500101005_18:20,0.91695106
20231206_500101005_18:40,0.82437736
20231206_500101005_19:00,0.90134573
20231206_500101005_19:20,0.713516
20231206_500101005_19:40,0.6938523
20231206_500101005_20:00,0.66752934
20231206_500101005_20:20,0.59039867
20231206_500101005_20:40,0.5496997
20231206_500101005_21:00,0.5684957
20231206_500101005_21:20,0.5518087
20231206_500101005_21:40,0.54252553
20231206_500101005_22:00,0.52352893
20231206_500101005_22:20,0.5388202
20231206_500101005_22:40,0.4968493
20231206_500101005_23:00,0.46677846
20231206_500101005_23:20,0.46757692
20231206_500101005_23:40,0.4118659
20231206_500101006_00:00,0.4837479
20231206_500101006_00:20,0.72486687
20231206_500101006_00:40,0.805827
20231206_500101006_01:00,0.7992089
20231206_500101006_01:20,0.88237
20231206_500101006_01:40,0.8855643
20231206_500101006_02:00,0.81989384
20231206_500101006_02:20,0.72750676
20231206_500101006_02:40,0.64238286
20231206_500101006_03:00,0.58245885
20231206_500101006_03:20,0.55282956
20231206_500101006_03:40,0.5509739
20231206_500101006_04:00,0.570686
20231206_500101006_04:20,0.604112
20231206_500101006_04:40,0.64251685
20231206_500101006_05:00,0.6767468
20231206_500101006_05:20,0.6981825
20231206_500101006_05:40,0.7004522
20231206_500101006_06:00,0.68172896
20231206_500101006_06:20,0.647303
20231206_500101006_06:40,0.61143464
20231206_500101006_07:00,0.71321315
20231206_500101006_07:20,0.77686787
20231206_500101006_07:40,0.7084076
20231206_500101006_08:00,0.9748262
20231206_500101006_08:20,1.3168268
20231206_500101006_08:40,0.83118916
20231206_500101006_09:00,0.5845753
20231206_500101006_09:20,0.55006224
20231206_500101006_09:40,0.6252755
20231206_500101006_10:00,0.73647296
20231206_500101006_10:20,0.84258676
20231206_500101006_10:40,0.924765
20231206_500101006_11:00,0.9774165
20231206_500101006_11:20,1.0016233
20231206_500101006_11:40,1.1541759
20231206_500101006_12:00,1.1521016
20231206_500101006_12:20,2.0199268
20231206_500101006_12:40,2.8134992
20231206_500101006_13:00,3.453432
20231206_500101006_13:20,2.0560238
20231206_500101006_13:40,1.436163
20231206_500101006_14:00,0.8937347
20231206_500101006_14:20,0.82852364
20231206_500101006_14:40,1.3762138
20231206_500101006_15:00,2.5483592
20231206_500101006_15:20,3.1085546
20231206_500101006_15:40,3.696032
20231206_500101006_16:00,4.321293
20231206_500101006_16:20,4.895317
20231206_500101006_16:40,5.6005645
20231206_500101006_17:00,5.7007165
20231206_500101006_17:20,6.471961
20231206_500101006_17:40,8.330467
20231206_500101006_18:00,8.408458
20231206_500101006_18:20,7.122396
20231206_500101006_18:40,5.5797415
20231206_500101006_19:00,3.4125283
20231206_500101006_19:20,0.62281144
20231206_500101006_19:40,-0.96435523
20231206_500101006_20:00,-1.4096133
20231206_500101006_20:20,-1.08167
20231206_500101006_20:40,-0.7778716
20231206_500101006_21:00,-0.57489413
20231206_500101006_21:20,-0.34385073
20231206_500101006_21:40,-0.14558832
20231206_500101006_22:00,-0.11545172
20231206_500101006_22:20,-0.077378556
20231206_500101006_22:40,0.0066585364
20231206_500101006_23:00,0.15983723
20231206_500101006_23:20,0.3592718
20231206_500101006_23:40,0.56627023
20231206_500101007_00:00,1.8570063
20231206_500101007_00:20,2.5555043
20231206_500101007_00:40,2.5855865
20231206_500101007_01:00,2.5624008
20231206_500101007_01:20,2.6320214
20231206_500101007_01:40,2.746735
20231206_500101007_02:00,2.851828
20231206_500101007_02:20,2.921599
20231206_500101007_02:40,2.9519727
20231206_500101007_03:00,2.9496639
20231206_500101007_03:20,2.924786
20231206_500101007_03:40,2.886957
20231206_500101007_04:00,2.8437617
20231206_500101007_04:20,2.8005064
20231206_500101007_04:40,2.7605379
20231206_500101007_05:00,2.7257154
20231206_500101007_05:20,2.6968577
20231206_500101007_05:40,2.6741056
20231206_500101007_06:00,2.6571815
20231206_500101007_06:20,2.4115899
20231206_500101007_06:40,2.2771683
20231206_500101007_07:00,2.2219653
20231206_500101007_07:20,2.3247833
20231206_500101007_07:40,2.281495
20231206_500101007_08:00,2.4925606
20231206_500101007_08:20,2.385603
20231206_500101007_08:40,2.315908
20231206_500101007_09:00,2.2849548
20231206_500101007_09:20,2.2771094
20231206_500101007_09:40,2.280447
20231206_500101007_10:00,2.2883718
20231206_500101007_10:20,2.2977428
20231206_500101007_10:40,2.3072662
20231206_500101007_11:00,2.3165183
20231206_500101007_11:20,2.3254352
20231206_500101007_11:40,2.3340847
20231206_500101007_12:00,2.4600637
20231206_500101007_12:20,2.5368013
20231206_500101007_12:40,3.1998334
20231206_500101007_13:00,3.5774143
20231206_500101007_13:20,2.9735756
20231206_500101007_13:40,2.624423
20231206_500101007_14:00,2.4639704
20231206_500101007_14:20,2.405241
20231206_500101007_14:40,2.6311553
20231206_500101007_15:00,3.0240593
20231206_500101007_15:20,3.499084
20231206_500101007_15:40,4.006504
20231206_500101007_16:00,4.8033357
20231206_500101007_16:20,5.6041064
20231206_500101007_16:40,6.351689
20231206_500101007_17:00,5.9401217
20231206_500101007_17:20,5.891326
20231206_500101007_17:40,5.329318
20231206_500101007_18:00,4.132304
20231206_500101007_18:20,2.295296
20231206_500101007_18:40,3.0684862
20231206_500101007_19:00,4.1511726
20231206_500101007_19:20,4.0761857
20231206_500101007_19:40,4.8497553
20231206_500101007_20:00,4.0215793
20231206_500101007_20:20,3.166864
20231206_500101007_20:40,2.9226265
20231206_500101007_21:00,2.1050353
20231206_500101007_21:20,1.2880726
20231206_500101007_21:40,0.8072732
20231206_500101007_22:00,0.49918213
20231206_500101007_22:20,0.37307462
20231206_500101007_22:40,0.35874006
20231206_500101007_23:00,0.4308324
20231206_500101007_23:20,0.5955511
20231206_500101007_23:40,1.4863269
20231206_500101008_00:00,8.022314
20231206_500101008_00:20,11.629721
20231206_500101008_00:40,12.170923
20231206_500101008_01:00,11.835482
20231206_500101008_01:20,11.402595
20231206_500101008_01:40,10.982171
20231206_500101008_02:00,10.648622
20231206_500101008_02:20,10.430371
20231206_500101008_02:40,10.348042
20231206_500101008_03:00,10.434433
20231206_500101008_03:20,10.791272
20231206_500101008_03:40,11.51306
20231206_500101008_04:00,12.48431
20231206_500101008_04:20,13.527528
20231206_500101008_04:40,14.486525
20231206_500101008_05:00,15.270429
20231206_500101008_05:20,15.860714
20231206_500101008_05:40,16.268867
20231206_500101008_06:00,16.50485
20231206_500101008_06:20,16.564924
20231206_500101008_06:40,16.441193
20231206_500101008_07:00,16.058525
20231206_500101008_07:20,15.28628
20231206_500101008_07:40,13.942785
20231206_500101008_08:00,11.707505
20231206_500101008_08:20,8.621982
20231206_500101008_08:40,5.827433
20231206_500101008_09:00,4.0456085
20231206_500101008_09:20,3.0249364
20231206_500101008_09:40,2.4003174
20231206_500101008_10:00,1.9709175
20231206_500101008_10:20,1.7318001
20231206_500101008_10:40,1.5326272
20231206_500101008_11:00,1.3546817
20231206_500101008_11:20,1.1927079
20231206_500101008_11:40,1.0640136
20231206_500101008_12:00,0.9865854
20231206_500101008_12:20,0.9844024
20231206_500101008_12:40,1.0781002
20231206_500101008_13:00,1.2801415
20231206_500101008_13:20,1.6010193
20231206_500101008_13:40,2.022453
20231206_500101008_14:00,2.5113833
20231206_500101008_14:20,3.0011513
20231206_500101008_14:40,3.4467468
20231206_500101008_15:00,3.8990233
20231206_500101008_15:20,4.300826
20231206_500101008_15:40,4.677056
20231206_500101008_16:00,5.2679644
20231206_500101008_16:20,6.4591436
20231206_500101008_16:40,8.265953
20231206_500101008_17:00,10.304011
20231206_500101008_17:20,11.979687
20231206_500101008_17:40,13.21455
20231206_500101008_18:00,13.976639
20231206_500101008_18:20,14.364001
20231206_500101008_18:40,14.428251
20231206_500101008_19:00,14.156383
20231206_500101008_19:20,13.494347
20231206_500101008_19:40,11.73529
20231206_500101008_20:00,9.710242
20231206_500101008_20:20,7.950232
20231206_500101008_20:40,6.6982203
20231206_500101008_21:00,5.874495
20231206_500101008_21:20,5.386324
20231206_500101008_21:40,5.0861807
20231206_500101008_22:00,5.068025
20231206_500101008_22:20,5.090226
20231206_500101008_22:40,5.2252464
20231206_500101008_23:00,5.3784294
20231206_500101008_23:20,5.5635886
20231206_500101008_23:40,5.812347
20231206_500101009_00:00,2.8094146
20231206_500101009_00:20,3.7423842
20231206_500101009_00:40,3.9367166
20231206_500101009_01:00,4.079677
20231206_500101009_01:20,4.4589715
20231206_500101009_01:40,5.0116887
20231206_500101009_02:00,5.551419
20231206_500101009_02:20,5.937989
20231206_500101009_02:40,6.115643
20231206_500101009_03:00,6.089164
20231206_500101009_03:20,5.895198
20231206_500101009_03:40,5.5820484
20231206_500101009_04:00,5.1979823
20231206_500101009_04:20,4.785266
20231206_500101009_04:40,4.7195077
20231206_500101009_05:00,4.5947585
20231206_500101009_05:20,4.40429
20231206_500101009_05:40,4.1717772
20231206_500101009_06:00,3.9255903
20231206_500101009_06:20,3.346441
20231206_500101009_06:40,2.8939898
20231206_500101009_07:00,2.9218726
20231206_500101009_07:20,2.638354
20231206_500101009_07:40,2.4351695
20231206_500101009_08:00,1.8349347
20231206_500101009_08:20,1.3089279
20231206_500101009_08:40,1.0384511
20231206_500101009_09:00,0.95260197
20231206_500101009_09:20,0.97285855
20231206_500101009_09:40,1.0402155
20231206_500101009_10:00,1.7337123
20231206_500101009_10:20,1.752685
20231206_500101009_10:40,1.8675095
20231206_500101009_11:00,2.249655
20231206_500101009_11:20,2.8308346
20231206_500101009_11:40,2.6862824
20231206_500101009_12:00,3.3512454
20231206_500101009_12:20,5.6243896
20231206_500101009_12:40,8.767132
20231206_500101009_13:00,10.604526
20231206_500101009_13:20,7.614867
20231206_500101009_13:40,5.354131
20231206_500101009_14:00,3.20669
20231206_500101009_14:20,2.7008312
20231206_500101009_14:40,2.0971673
20231206_500101009_15:00,2.4942205
20231206_500101009_15:20,3.2012684
20231206_500101009_15:40,4.391124
20231206_500101009_16:00,4.234862
20231206_500101009_16:20,4.072319
20231206_500101009_16:40,4.151542
20231206_500101009_17:00,4.286347
20231206_500101009_17:20,6.524302
20231206_500101009_17:40,10.367994
20231206_500101009_18:00,13.35214
20231206_500101009_18:20,15.249207
20231206_500101009_18:40,16.259577
20231206_500101009_19:00,16.683523
20231206_500101009_19:20,16.239338
20231206_500101009_19:40,14.157711
20231206_500101009_20:00,10.783702
20231206_500101009_20:20,7.403264
20231206_500101009_20:40,4.9341416
20231206_500101009_21:00,3.065132
20231206_500101009_21:20,1.8513379
20231206_500101009_21:40,0.824589
20231206_500101009_22:00,0.13436782
20231206_500101009_22:20,-0.092205875
20231206_500101009_22:40,0.108824976
20231206_500101009_23:00,1.0224105
20231206_500101009_23:20,1.9566389
20231206_500101009_23:40,3.041169
20231206_500101010_00:00,5.746403
20231206_500101010_00:20,8.858298
20231206_500101010_00:40,9.907952
20231206_500101010_01:00,10.0766
20231206_500101010_01:20,10.108482
20231206_500101010_01:40,10.176001
20231206_500101010_02:00,10.169693
20231206_500101010_02:20,10.25733
20231206_500101010_02:40,10.34452
20231206_500101010_03:00,10.340996
20231206_500101010_03:20,10.296642
20231206_500101010_03:40,10.512426
20231206_500101010_04:00,11.26766
20231206_500101010_04:20,13.603517
20231206_500101010_04:40,15.6888485
20231206_500101010_05:00,17.818172
20231206_500101010_05:20,19.241796
20231206_500101010_05:40,19.701216
20231206_500101010_06:00,19.474203
20231206_500101010_06:20,18.998222
20231206_500101010_06:40,18.147152
20231206_500101010_07:00,16.988705
20231206_500101010_07:20,15.807798
20231206_500101010_07:40,14.18235
20231206_500101010_08:00,11.996571
20231206_500101010_08:20,8.872533
20231206_500101010_08:40,6.2919097
20231206_500101010_09:00,5.1026974
20231206_500101010_09:20,4.415631
20231206_500101010_09:40,4.1485653
20231206_500101010_10:00,3.8267379
20231206_500101010_10:20,3.6783364
20231206_500101010_10:40,4.1634483
20231206_500101010_11:00,3.975897
20231206_500101010_11:20,3.858675
20231206_500101010_11:40,4.0921316
20231206_500101010_12:00,4.344546
20231206_500101010_12:20,4.5440035
20231206_500101010_12:40,5.195822
20231206_500101010_13:00,5.2706857
20231206_500101010_13:20,4.133471
20231206_500101010_13:40,3.2494175
20231206_500101010_14:00,2.5147328
20231206_500101010_14:20,2.3762534
20231206_500101010_14:40,2.4247193
20231206_500101010_15:00,2.7358902
20231206_500101010_15:20,3.0708644
20231206_500101010_15:40,3.3159018
20231206_500101010_16:00,3.631213
20231206_500101010_16:20,4.053705
20231206_500101010_16:40,4.904717
20231206_500101010_17:00,6.603568
20231206_500101010_17:20,10.378324
20231206_500101010_17:40,15.243477
20231206_500101010_18:00,18.452053
20231206_500101010_18:20,19.615772
20231206_500101010_18:40,19.776213
20231206_500101010_19:00,19.398445
20231206_500101010_19:20,19.136427
20231206_500101010_19:40,18.88571
20231206_500101010_20:00,18.005198
20231206_500101010_20:20,16.750748
20231206_500101010_20:40,15.161425
20231206_500101010_21:00,12.513562
20231206_500101010_21:20,9.022192
20231206_500101010_21:40,4.57733
20231206_500101010_22:00,1.7996719
20231206_500101010_22:20,1.2190815
20231206_500101010_22:40,1.788999
20231206_500101010_23:00,2.791271
20231206_500101010_23:20,3.964529
20231206_500101010_23:40,4.622355
20231206_500101013_00:00,1.9254023
20231206_500101013_00:20,3.2076168
20231206_500101013_00:40,3.7687466
20231206_500101013_01:00,3.8287997
20231206_500101013_01:20,3.6614792
20231206_500101013_01:40,3.447512
20231206_500101013_02:00,3.3316386
20231206_500101013_02:20,3.3176076
20231206_500101013_02:40,3.3625178
20231206_500101013_03:00,3.4145288
20231206_500101013_03:20,3.4514284
20231206_500101013_03:40,3.4718943
20231206_500101013_04:00,3.4676034
20231206_500101013_04:20,3.4003363
20231206_500101013_04:40,3.2042978
20231206_500101013_05:00,2.790272
20231206_500101013_05:20,2.11832
20231206_500101013_05:40,1.3141872
20231206_500101013_06:00,0.6073368
20231206_500101013_06:20,0.1223919
20231206_500101013_06:40,-0.13393266
20231206_500101013_07:00,-0.27843586
20231206_500101013_07:20,-0.36403856
20231206_500101013_07:40,-0.35293454
20231206_500101013_08:00,-0.3325425
20231206_500101013_08:20,-0.27464074
20231206_500101013_08:40,-0.07251001
20231206_500101013_09:00,0.23020941
20231206_500101013_09:20,0.58869326
20231206_500101013_09:40,0.92676324
20231206_500101013_10:00,1.2169151
20231206_500101013_10:20,1.447938
20231206_500101013_10:40,1.611664
20231206_500101013_11:00,1.7001492
20231206_500101013_11:20,1.730165
20231206_500101013_11:40,1.6833333
20231206_500101013_12:00,1.6042486
20231206_500101013_12:20,1.612636
20231206_500101013_12:40,1.8474606
20231206_500101013_13:00,2.42728
20231206_500101013_13:20,3.4625134
20231206_500101013_13:40,4.612669
20231206_500101013_14:00,5.3910937
20231206_500101013_14:20,5.912739
20231206_500101013_14:40,6.204973
20231206_500101013_15:00,6.250088
20231206_500101013_15:20,6.1466675
20231206_500101013_15:40,5.881779
20231206_500101013_16:00,5.5420933
20231206_500101013_16:20,5.3064322
20231206_500101013_16:40,5.212601
20231206_500101013_17:00,5.16544
20231206_500101013_17:20,5.1827655
20231206_500101013_17:40,5.2539096
20231206_500101013_18:00,5.3890705
20231206_500101013_18:20,5.598731
20231206_500101013_18:40,5.888988
20231206_500101013_19:00,6.1735024
20231206_500101013_19:20,6.486465
20231206_500101013_19:40,6.711324
20231206_500101013_20:00,6.9786816
20231206_500101013_20:20,7.1192064
20231206_500101013_20:40,7.1140428
20231206_500101013_21:00,6.9054055
20231206_500101013_21:20,6.1567245
20231206_500101013_21:40,5.0043855
20231206_500101013_22:00,4.0931716
20231206_500101013_22:20,3.5398054
20231206_500101013_22:40,3.2675784
20231206_500101013_23:00,3.154921
20231206_500101013_23:20,3.226794
20231206_500101013_23:40,3.4093952
20231206_500101014_00:00,3.4125485
20231206_500101014_00:20,5.1991754
